phase,formula,temperature_c,ionic_conductivity_s_cm,log10_ionic_conductivity,family,chemical_family,source_doi
solid,Li5.5La3Nb1.75In0.25O12,25,2.400000E-05,-4.619788758,garnet,Halides,10.1016/j.jssc.2005.12.025
solid,Li5.5La3Nb1.75Y0.25O12,25,9.180000E-05,-4.037157319,garnet,Halides,10.1021/jp304737x
solid,Li5.72Al0.26La3Zr1.5W0.25O12,25,4.900000E-04,-3.309803920,garnet,Halides,10.1021/acs.chemmater.5b02429
solid,Li5.74La3Zr1.5Ta0.5O12,25,9.030000E-04,-3.044312250,garnet,Halides,10.1002/aenm.201570062|10.1002/aenm.201500096
solid,Li51.2Al1.6La24Zr16O96,25,2.540000E-04,-3.595166283,garnet,Halides,10.1038/srep18053
solid,Li5La3Bi2O12,25,1.900000E-05,-4.721246399,garnet,Halides,10.1016/j.mseb.2007.07.009
solid,Li5La3Bi2O12,25,2.200000E-05,-4.657577319,garnet,Halides,10.1016/j.ssi.2017.03.030
solid,Li5La3Nb1.75Y0.25O12,25,9.680000E-06,-5.014124643,garnet,Halides,10.1016/j.jpowsour.2011.05.031
solid,Li5La3Nb1.85Y0.15O12,25,5.710000E-06,-5.243363892,garnet,Halides,10.1016/j.jpowsour.2011.05.031
solid,Li5La3Nb1.8Y0.2O12,25,9.130000E-06,-5.039529222,garnet,Halides,10.1016/j.jpowsour.2011.05.031
solid,Li5La3Nb1.95Y0.05O12,25,1.340000E-05,-4.872895202,garnet,Halides,10.1016/j.jpowsour.2011.05.031
solid,Li5La3Nb1.9Y0.1O12,25,1.440000E-05,-4.841637508,garnet,Halides,10.1016/j.jpowsour.2011.05.031
solid,Li5La3Nb2O12,25,8.000000E-06,-5.096910013,garnet,Halides,10.1111/j.1551-2916.2005.00060.x
solid,Li5La3Nb2O12,25,5.080000E-06,-5.294136288,garnet,Halides,10.1016/j.jpowsour.2011.05.031
solid,Li5La3Ta2O12,25,3.400000E-05,-4.468521083,garnet,Halides,10.1149/2.024205esl
solid,Li5La3Ta2O12,25,1.590000E-05,-4.798602876,garnet,Halides,10.1021/acs.inorgchem.7b00816
solid,Li6(La2Ca)(NbO6)2,25,1.330000E-06,-5.876148359,garnet,Halides,10.1016/j.ssi.2008.01.047
solid,Li6.05Ga0.25La3Zr2O11.8F0.2,25,1.280000E-03,-2.892790030,garnet,Halides,10.1021/acsami.8b17656
solid,Li6.15La3Zr1.75Ta0.25Al0.2O12,25,3.700000E-04,-3.431798276,garnet,Halides,10.1016/j.jpowsour.2012.01.131
solid,Li6.15La3Zr1.75Ta0.25Ga0.2O12,25,4.100000E-04,-3.387216143,garnet,Halides,10.1016/j.jpowsour.2012.01.131
solid,Li6.25La3Zr2Ga0.25O12,25,3.500000E-04,-3.455931956,garnet,Halides,10.1016/j.matchemphys.2012.03.054
solid,Li6.2La3Zr1.2Ta0.8O12,25,3.200000E-04,-3.494850022,garnet,Halides,10.1039/c2jm31413d
solid,Li6.2La3Zr1.6Mo0.4O12,25,3.400000E-04,-3.468521083,garnet,Halides,10.1021/acs.inorgchem.5b01895
solid,Li6.4La3Zr1.7Mo0.3O12,25,3.690000E-04,-3.432973634,garnet,Halides,10.1021/acs.inorgchem.5b01895
solid,Li6.55La3Zr1.55Ta0.45O12,25,4.000000E-04,-3.397940009,garnet,Halides,10.1149/2.024205esl
solid,Li6.5Ba1.5La1.5Ta2O12,25,3.080000E-05,-4.511449283,garnet,Halides,10.1007/s11581-007-0097-8
solid,Li6.5La2.7Ba0.3Zr1.2Ta0.8O12,25,4.920000E-04,-3.308034897,garnet,Halides,10.3389/fenrg.2016.00028
solid,Li6.5La2.8Ba0.2Zr1.3Ta0.7O12,25,6.310000E-04,-3.199970641,garnet,Halides,10.3389/fenrg.2016.00028
solid,Li6.5La2.95Ba0.05Zr1.45Ta0.55O12,25,8.320000E-04,-3.079876674,garnet,Halides,10.3389/fenrg.2016.00028
solid,Li6.5La3Nb1.25Y0.75O12,25,2.700000E-04,-3.568636236,garnet,Halides,10.1021/jp304737x
solid,Li6.5La3Zr1.5Ta0.5O12,25,2.800000E-04,-3.552841969,garnet,Halides,10.1149/2.024205esl
solid,Li6.5La3Zr1.75Mo0.25O12,25,3.330000E-04,-3.477555766,garnet,Halides,10.1021/acs.inorgchem.5b01895
solid,Li6.65La3Zr1.65Ta0.35O12,25,4.600000E-04,-3.337242168,garnet,Halides,10.1149/2.024205esl
solid,Li6.6La2.5Y0.5Zr1.6Ta0.4O12,25,2.260000E-04,-3.645891561,garnet,Halides,10.1021/am503731h
solid,Li6.6La2.75Y0.25Zr1.6Ta0.4O12,25,4.360000E-04,-3.360513511,garnet,Halides,10.1021/am503731h
solid,Li6.6La2.875Y0.125Zr1.6Ta0.4O12,25,3.170000E-04,-3.498940738,garnet,Halides,10.1021/am503731h
solid,Li6.6La3Zr1.6Ta0.4O12,25,4.700000E-04,-3.327902142,garnet,Halides,10.1149/2.024205esl
solid,Li6.6La3Zr1.6Ta0.4O12,25,3.130000E-04,-3.504455662,garnet,Halides,10.1021/am503731h
solid,Li6.6La3Zr1.8Mo0.2O12,25,3.110000E-04,-3.507239611,garnet,Halides,10.1021/acs.inorgchem.5b01895
solid,Li6.75Ba1.75La1.25Ta2O12,25,1.180000E-05,-4.928117993,garnet,Halides,10.1007/s11581-007-0097-8
solid,Li6.75La3Zr1.75Nb0.25O12,25,8.000000E-04,-3.096910013,garnet,Halides,10.1016/j.jpowsour.2010.11.089
solid,Li6.75La3Zr1.75Ta0.25O12,25,6.300000E-04,-3.200659451,garnet,Halides,10.1149/2.024205esl
solid,Li6.75La3Zr1.875Te0.125O12,25,3.300000E-04,-3.481486060,garnet,Halides,10.1016/j.jpowsour.2013.03.166
solid,Li6.7La3Zr1.7Ta0.3O12,25,6.900000E-04,-3.161150909,garnet,Halides,10.1149/2.024205esl
solid,Li6.8La3Zr1.8Ta0.2O12,25,7.300000E-04,-3.136677140,garnet,Halides,10.1149/2.024205esl
solid,Li6.8La3Zr1.9Mo0.1O12,25,8.000000E-05,-4.096910013,garnet,Halides,10.1021/acs.inorgchem.5b01895
solid,Li6BaLa2Nb2O12,25,6.000000E-06,-5.221848750,garnet,Halides,10.1111/j.1551-2916.2005.00060.x
solid,Li6BaLa2Ta2O12,25,2.950000E-05,-4.530177984,garnet,Halides,10.1007/s11581-007-0097-8
solid,Li6BaLa2Ta2O12,25,1.690000E-05,-4.772113295,garnet,Halides,10.1016/j.materresbull.2012.04.032
solid,Li6BaLa2Ta2O12,25,1.500000E-05,-4.823908741,garnet,Halides,10.1021/am4060194
solid,Li6CaLa2Nb2O12,25,1.600000E-06,-5.795880017,garnet,Halides,10.1111/j.1551-2916.2005.00060.x
solid,Li6CaLa2Ta2O12,25,2.200000E-06,-5.657577319,garnet,Halides,10.1021/am4060194
solid,Li6La3Nb1.5Y0.5O12,25,1.880000E-04,-3.725842151,garnet,Halides,10.1021/jp304737x
solid,Li6La3ZrTaO12,25,3.500000E-04,-3.455931956,garnet,Halides,10.1149/2.024205esl
solid,Li7.06La3Y0.06Zr1.94O12,25,8.100000E-04,-3.091514981,garnet,Halides,10.1016/j.elecom.2011.08.014
solid,Li7Ba2LaTa2O12,25,2.850000E-06,-5.545155140,garnet,Halides,10.1007/s11581-007-0097-8
solid,Li7La3Hf2O12,25,9.850000E-07,-6.006563770,garnet,Halides,10.1016/j.jssc.2009.10.030
solid,Li7La3Hf2O12,25,2.400000E-04,-3.619788758,garnet,Halides,10.1007/s11581-010-0486-2
solid,Li7La3Zr1.89Al0.15O12,25,3.400000E-04,-3.468521083,garnet,Halides,10.1016/j.jpowsour.2013.03.049
solid,Nd3Zr2Al0.5Li5.5O12,25,3.900000E-05,-4.408935393,garnet,Halides,10.1039/c3ta13252h
solid,Li6BaLa2Ta2O12,25,4.000000E-05,-4.397940009,garnet-like,Halides,10.1002/adfm.200400044
solid,Li2.5Y0.5Zr0.5Cl6,25,1.400000E-03,-2.853871964,halides,Halides,10.1021/acsenergylett.9b02599
solid,Li2CrCl4,25,1.000000E-10,-10.000000000,halides,Halides,10.1016/0022-4596(88)90301-5
solid,Li2MgBr4,25,7.800000E-10,-9.107905397,halides,Halides,10.1002/chin.198639014|10.1149/1.2108704
solid,Li3ErI6,25,6.500000E-04,-3.187086643,halides,Halides,10.1021/acsaem.0c00147
solid,Li3YBr6,25,1.920000E-03,-2.716698771,halides,Halides,10.1002/adma.201803075
solid,Li3YCl6,25,5.390000E-04,-3.268411235,halides,Halides,10.1002/adma.201803075
solid,Li6NBr3,25,1.000000E-08,-8.000000000,halides,Halides,10.1016/j.jallcom.2015.01.082
solid,LiAlCl4,25,1.000000E-06,-6.000000000,halides,Halides,10.1149/1.2133238
solid,LiGaBr4,25,7.000000E-06,-5.154901960,halides,Halides,10.1016/s0167-2738(00)00491-4
solid,Li7BiO6,25,1.584890E-06,-5.800000875,hexaoxometalates,Halides,10.1002/zaac.200500231
solid,Li3(NH2)2I,25,1.000000E-05,-5.000000000,hydrides,Halides,10.1021/cm1006857
solid,Li3AlH6,25,1.400000E-07,-6.853871964,hydrides,Halides,10.1063/1.3356981
solid,LiAlH4,25,8.700000E-09,-8.060480747,hydrides,Halides,10.1063/1.3356981
solid,(Li0.5Ce0.25Pr0.25)(MoO4),25,1.000000E-09,-9.000000000,molybdates,Halides,10.1007/s12039-011-0068-5
solid,(Li0.5Ce0.5)(MoO4),25,1.300000E-08,-7.886056648,molybdates,Halides,10.1007/s12039-011-0068-5
solid,Li2Mg2(MoO4)3,25,1.000000E-10,-10.000000000,molybdates,Halides,10.1039/b301189e
solid,Li3Cr(MoO4)3,25,3.190000E-09,-8.496209317,molybdates,Halides,10.1039/b301189e
solid,Li3Fe(MoO4)3,25,5.890000E-10,-9.229884705,molybdates,Halides,10.1039/b301189e
solid,Li3AlN2,25,5.000000E-08,-7.301029996,nitrides,Halides,10.1016/0167-2738(85)90106-7
solid,Li3N,25,5.767000E-04,-3.239050049,nitrides,Halides,10.1039/c0ee00052c
solid,Li3N,25,2.085000E-04,-3.680893941,nitrides,Halides,10.1016/0167-2738(83)90045-0
solid,(K0.1Li0.9)(SbO3),25,1.360000E-08,-7.866461092,oxides,Halides,10.1016/0167-2738(81)90178-8
solid,(Li0.55Mg0.45)(Li0.445Mg0.055)Ti1.5O4,25,1.530000E-11,-10.815308569,oxides,Halides,10.1016/j.ssi.2010.06.003
solid,(Li0.61Mg0.39)(Li0.46Mg0.005Ti0.035)Ti1.5O4,25,6.560000E-10,-9.183096161,oxides,Halides,10.1016/j.ssi.2010.06.003
solid,(Li0.74Mg0.26)(Li0.40Mg0.04Ti1.56)O4,25,1.510000E-09,-8.821023053,oxides,Halides,10.1016/j.ssi.2010.06.003
solid,(Li0.826Mg0.174)(Li0.374Mg0.026Ti1.60)O4,25,4.240000E-09,-8.372634143,oxides,Halides,10.1016/j.ssi.2010.06.003
solid,(Li0.916Mg0.084)(Li0.352Mg0.016Ti1.634)O4,25,1.730000E-08,-7.761953897,oxides,Halides,10.1016/j.ssi.2010.06.003
solid,Ba3LiTa5ZrSi4O26,25,1.000000E-10,-10.000000000,oxides,Halides,10.1016/j.ssi.2015.08.011
solid,Li(Li0.34Ti1.66)O4,25,6.030000E-08,-7.219682688,oxides,Halides,10.1016/j.ssi.2010.06.003
solid,Li0.9Sc0.9Zr0.1O2,25,1.000000E-10,-10.000000000,oxides,Halides,10.2320/matertrans.y-m2016816
solid,Li2CoGe3O8,25,1.000000E-10,-10.000000000,oxides,Halides,10.1039/a800234g
solid,Li2CoTi3O8,25,1.000000E-10,-10.000000000,oxides,Halides,10.1039/a800234g
solid,Li2MgTi3O8,25,1.000000E-10,-10.000000000,oxides,Halides,10.1039/a800234g
solid,Li2ZnGe3O8,25,1.000000E-10,-10.000000000,oxides,Halides,10.1039/a800234g
solid,Li2ZrO3,25,6.100000E-10,-9.214670165,oxides,Halides,10.1016/0167-2738(81)90021-7
solid,Li3BiO3,25,2.400000E-10,-9.619788758,oxides,Halides,10.1016/j.ssi.2015.10.016
solid,Li3BiO4,25,4.100000E-10,-9.387216143,oxides,Halides,10.1016/j.ssi.2015.10.016
solid,Li5AlO4,25,5.000000E-10,-9.301029996,oxides,Halides,10.1016/0025-5408(76)90169-0
solid,Li5BiO5,25,3.900000E-09,-8.408935393,oxides,Halides,10.1016/j.ssi.2015.10.016
solid,Li5GaO4,25,5.000000E-09,-8.301029996,oxides,Halides,10.1016/0025-5408(76)90169-0
solid,LiAlGeO4,25,1.000000E-10,-10.000000000,oxides,Halides,10.1149/2.1111610jes
solid,LiBiO2,25,3.800000E-08,-7.420216403,oxides,Halides,10.1016/j.ssi.2015.10.016
solid,LiGa0.5Al0.5GeO4,25,1.000000E-10,-10.000000000,oxides,Halides,10.1149/2.1111610jes
solid,LiGaGeO4,25,1.000000E-10,-10.000000000,oxides,Halides,10.1149/2.1111610jes
solid,LiGaO2,25,2.400000E-14,-13.619788758,oxides,Halides,10.1007/bf00549810
solid,LiSbO2,25,1.000000E-10,-10.000000000,oxides,Halides,10.1021/ic201183e
solid,LiScO2,25,1.000000E-10,-10.000000000,oxides,Halides,10.2320/matertrans.y-m2016816
solid,LiTa2PO8,25,1.600000E-03,-2.795880017,oxides,Halides,10.1039/c8ta09170f
solid,LiVO3,25,2.050000E-09,-8.688246139,oxides,Halides,10.1006/jssc.2000.9009
solid,LiYO2,25,1.800000E-08,-7.744727495,oxides,Halides,10.1016/0167-2738(81)90021-7
solid,(Ag0.33Li0.67)0.27La0.57TiO3,25,1.000000E-04,-4.000000000,perovskites,Halides,10.1021/cm001207u
solid,(Ag0.5Li0.5)0.27La0.57TiO3,25,2.300000E-05,-4.638272164,perovskites,Halides,10.1021/cm001207u
solid,(Ag0.67Li0.33)0.27La0.57TiO3,25,2.000000E-07,-6.698970004,perovskites,Halides,10.1021/cm001207u
solid,(La0.55Li0.45)(Ti0.9Al0.1)O3,25,1.510000E-03,-2.821023053,perovskites,Halides,10.1016/j.jallcom.2017.05.278
solid,(La0.65Li0.35)(Ti0.7Al0.3)O3,25,1.610000E-04,-3.793174124,perovskites,Halides,10.1016/j.jallcom.2017.05.278
solid,(La0.6Li0.4)(Ti0.8Al0.2)O3,25,5.680000E-04,-3.245651664,perovskites,Halides,10.1016/j.jallcom.2017.05.278
solid,(La0.7Li0.3)(Ti0.6Al0.4)O3,25,1.040000E-07,-6.982966661,perovskites,Halides,10.1016/j.jallcom.2017.05.278
solid,La0.51Li0.34TiO2.94,25,1.000000E-03,-3.000000000,perovskites,Halides,10.1016/0167-2738(94)90309-3
solid,La0.52Li0.45TiO3,25,5.010000E-04,-3.300162274,perovskites,Halides,10.1016/s0167-2738(98)00070-8
solid,La0.54Li0.39TiO3,25,6.510000E-04,-3.186419011,perovskites,Halides,10.1016/s0167-2738(98)00070-8
solid,La0.55Li0.36TiO3,25,6.880000E-04,-3.162411562,perovskites,Halides,10.1016/s0167-2738(98)00070-8
solid,La0.565Li0.305TiO3,25,9.570000E-04,-3.019088062,perovskites,Halides,10.1016/s0167-2738(00)00761-x
solid,La0.56Li0.33TiO3,25,6.680000E-04,-3.175223538,perovskites,Halides,10.1016/s0167-2738(98)00070-8
solid,La0.56Li0.33TiO3,25,1.650000E-04,-3.782516056,perovskites,Halides,10.1016/j.jallcom.2013.04.195
solid,La0.58Li0.27TiO3,25,5.990000E-04,-3.222573178,perovskites,Halides,10.1016/s0167-2738(98)00070-8
solid,La0.595Li0.215TiO3,25,8.530000E-04,-3.069050969,perovskites,Halides,10.1016/s0167-2738(00)00761-x
solid,La0.5Li0.5TiO3,25,9.250000E-04,-3.033858267,perovskites,Halides,10.1016/s0167-2738(00)00761-x
solid,La0.61Li0.18TiO3,25,4.120000E-04,-3.385102784,perovskites,Halides,10.1016/s0167-2738(98)00070-8
solid,La0.62 Li0.14(Mg0.5W0.5)O3,25,1.200000E-05,-4.920818754,perovskites,Halides,10.1016/j.ssi.2004.05.010
solid,La0.62Li0.14TiO3,25,4.420000E-04,-3.354577731,perovskites,Halides,10.1016/s0167-2738(00)00761-x
solid,La0.63Li0.11(Mg0.5W0.5)O3,25,6.800000E-06,-5.167491087,perovskites,Halides,10.1016/j.ssi.2004.05.010
solid,La0.64Li0.08TiO3,25,3.350000E-04,-3.474955193,perovskites,Halides,10.1016/s0167-2738(00)00761-x
solid,La0.65Li0.05(Mg0.5W0.5)O3,25,1.800000E-07,-6.744727495,perovskites,Halides,10.1016/j.ssi.2004.05.010
solid,Li(LaTiO4),25,1.000000E-10,-10.000000000,perovskites,Halides,10.4028/www.scientific.net/msf.321-324.965
solid,Li(NdTiO4),25,1.000000E-10,-10.000000000,perovskites,Halides,10.4028/www.scientific.net/msf.321-324.965
solid,Li0.02Na0.48La0.5Nb2O6,25,3.990000E-06,-5.399027104,perovskites,Halides,10.1134/s002016851103006x
solid,Li0.04Na0.46La0.5Nb2O6,25,5.910000E-06,-5.228412519,perovskites,Halides,10.1134/s002016851103006x
solid,Li0.07Na0.43La0.5Nb2O6,25,1.230000E-05,-4.910094889,perovskites,Halides,10.1134/s002016851103006x
solid,Li0.19La0.67(Ti0.9Co0.1)O3,25,1.080000E-04,-3.966576245,perovskites,Halides,10.1016/j.mseb.2004.07.003
solid,Li0.1Na0.4La0.5Nb2O6,25,1.210000E-05,-4.917214630,perovskites,Halides,10.1134/s002016851103006x
solid,Li0.25La0.25TaO3,25,2.610000E-05,-4.583359493,perovskites,Halides,10.1016/s0167-2738(98)00414-7
solid,Li0.27La0.57TiO3,25,3.400000E-04,-3.468521083,perovskites,Halides,10.1021/cm001207u
solid,Li0.2Ca0.4TaO3,25,3.530000E-09,-8.452225295,perovskites,Halides,10.1016/j.solidstatesciences.2004.05.006
solid,Li0.2Na0.3La0.5Nb2O6,25,1.180000E-05,-4.928117993,perovskites,Halides,10.1134/s002016851103006x
solid,Li0.31La0.63(Ti0.9Co0.1)O3,25,2.600000E-04,-3.585026652,perovskites,Halides,10.1016/j.mseb.2004.07.003
solid,Li0.33La0.56Ti0.92Al0.08O2.92F0.08,25,4.940000E-04,-3.306273051,perovskites,Halides,10.1007/s11581-006-0011-9
solid,Li0.33La0.56Ti0.93Al0.07O2.93F0.07,25,6.450000E-04,-3.190440285,perovskites,Halides,10.1007/s11581-006-0011-9
solid,Li0.33La0.56Ti0.94Al0.06O2.94F0.06,25,1.060000E-04,-3.974694135,perovskites,Halides,10.1007/s11581-006-0011-9
solid,Li0.33La0.56Ti0.95Al0.05O2.95F0.05,25,1.760000E-04,-3.754487332,perovskites,Halides,10.1007/s11581-006-0011-9
solid,Li0.33La0.56Ti0.97Al0.03O2.97F0.03,25,9.280000E-04,-3.032452024,perovskites,Halides,10.1007/s11581-006-0011-9
solid,Li0.33La0.56Ti0.98Al0.02O2.98F0.02,25,1.060000E-03,-2.974694135,perovskites,Halides,10.1007/s11581-006-0011-9
solid,Li0.33La0.56Ti0.99Al0.01O2.99F0.01,25,9.800000E-04,-3.008773924,perovskites,Halides,10.1007/s11581-006-0011-9
solid,Li0.3Na0.2La0.5Nb2O6,25,1.110000E-05,-4.954677021,perovskites,Halides,10.1134/s002016851103006x
solid,Li0.4Na0.1La0.5Nb2O6,25,9.920000E-06,-5.003488328,perovskites,Halides,10.1134/s002016851103006x
solid,LiLaNb2O7,25,1.000000E-08,-8.000000000,perovskites,Halides,10.1016/0925-8388(93)90192-p
solid,Nd0.25Li0.25TaO3,25,1.310000E-08,-7.882728704,perovskites,Halides,10.1016/s0167-2738(98)00414-7
solid,Nd0.55Li0.34TiO3,25,8.000000E-08,-7.096910013,perovskites,Halides,10.1016/0167-2738(94)90310-7
solid,Pr0.56Li0.34TiO3.01,25,1.000000E-06,-6.000000000,perovskites,Halides,10.1016/0167-2738(94)90310-7
solid,Li6Zr2O7,25,5.200000E-10,-9.283996656,zirconates,Halides,10.3103/s1062873810050199
solid,LiBH4,27,9.89E-08,-7.004803708,Other,Other,10.1021/acsomega.8b00377
solid,Li6.46Al0.15La3Zr1.95O11.86,25,8.30E-05,-4.080921908,Garnet,Oxides,10.1016/j.ensm.2019.08.017
solid,Li6.4Al0.19La3Zr2O11.8,24.85,3.10E-04,-3.508638306,Garnet,Oxides,10.1016/j.jpowsour.2012.02.100
solid,Li6.4La3Zr1.4Ta0.6O12,34,2.06E-03,-2.68613278,Garnet,Oxides,10.1039/C2JM31413D
solid,Li6.55La3Zr2Ga0.9O12,24.85,1.30E-03,-2.886056648,Garnet,Oxides,10.1021/cm5008069
solid,Li6.5La2.9Ba0.1Zr1.4Ta0.6O12,26.85,8.30E-04,-3.080921908,Garnet,Oxides,10.3389/fenrg.2016.00028
solid,Li6.5La3Zr1.5Ta0.5O12,26.85,7.94E-04,-3.100179498,Garnet,Oxides,10.3389/fenrg.2016.00028
solid,Li6.5La3Zr1.75Te0.25O12,29.85,1.07E-04,-3.972242795,Garnet,Oxides,10.1016/j.jpowsour.2013.03.166
solid,Li6.75La3Zr1.75Ta0.25O12,25,8.96E-04,-3.04769199,Garnet,Oxides,10.1016/j.jpowsour.2012.01.131
solid,Li6La2SrNb2O12,25,6.21E-07,-6.2069084,Garnet,Oxides,10.1016/j.ssi.2008.01.047
solid,Li7.06La3Zr1.94Y0.06O12,25,9.56E-04,-3.019542108,Garnet,Oxides,10.1016/j.elecom.2011.08.014
solid,Li7La3Zr2O12,24.85,5.11E-04,-3.2915791,Garnet,Oxides,10.1002/anie.200701144
solid,Li7La3Zr2O12,24.85,1.63E-06,-5.787812396,Garnet,Oxides,10.1016/j.jssc.2009.05.020
solid,"""(Li2O)50 (Al2O3)4 (P2O5)46""",25,9.12E-09,-8.040005162,Glass,Oxides,10.1016/j.jeurceramsoc.2008.12.016
solid,"""(Li2O)50((SeO2)0.5 (B2O3)0.5)50""",27,7.54E-07,-6.122628654,Glass,Oxides,10.1016/S0167-2738(02)00137-6
solid,Li9SiAlO8,30,2.30E-07,-6.638272164,Glass,Oxides,10.1149/1.1836980
solid,Li1.6Al0.6Ge1.4 (PO4)3,25,3.80E-04,-3.420216403,Glass-Ceramic,Oxides,10.1016/S0167-2738(97)00434-7
solid,Li3.2Ge0.2P0.8O4,30,1.14E-06,-5.943095149,LISICON,Oxides,10.1021/acs.chemmater.8b01504
solid,Li3.2Ge0.2V0.8O4,30,1.90E-05,-4.721246399,LISICON,Oxides,10.1021/acs.chemmater.8b01504
solid,Li3.4Ge0.4P0.6O4,30,4.50E-06,-5.346787486,LISICON,Oxides,10.1021/acs.chemmater.8b01504
solid,Li3.4Ge0.4V0.6O4,30,8.89E-07,-6.051098239,LISICON,Oxides,10.1021/acs.chemmater.8b01504
solid,Li3.6Ge0.6P0.4O4,30,1.10E-05,-4.958607315,LISICON,Oxides,10.1021/acs.chemmater.8b01504
solid,Li3.6Ge0.6V0.4O4,30,3.19E-05,-4.496209317,LISICON,Oxides,10.1021/acs.chemmater.8b01504
solid,Li3.8Ge0.8P0.2O4,30,1.03E-06,-5.987162775,LISICON,Oxides,10.1021/acs.chemmater.8b01504
solid,Li3.8Ge0.8V0.2O4,30,2.71E-06,-5.567030709,LISICON,Oxides,10.1021/acs.chemmater.8b01504
solid,Li3P0.2V0.8O4,30,1.31E-13,-12.88438949,LISICON,Oxides,10.1021/acs.chemmater.8b01504
solid,Li3P0.6V0.4O4,30,3.20E-13,-12.49485002,LISICON,Oxides,10.1021/acs.chemmater.8b01504
solid,Li3P0.8V0.2O4,30,2.05E-13,-12.68824614,LISICON,Oxides,10.1021/acs.chemmater.8b01504
solid,Li3PO4,30,1.75E-13,-12.75696195,LISICON,Oxides,10.1021/acs.chemmater.8b01504
solid,Li3V0.6P0.4O4,30,3.55E-13,-12.44977165,LISICON,Oxides,10.1021/acs.chemmater.8b01504
solid,Li3VO4,30,9.20E-14,-13.03621217,LISICON,Oxides,10.1021/acs.chemmater.8b01504
solid,Li4GeO4,30,1.30E-12,-11.88605665,LISICON,Oxides,10.1021/acs.chemmater.8b01504
solid,Li0.2Zr1.2Nb0.8(PO4)3,25,2.38E-07,-6.623423043,NASICON,Oxides,10.1016/0025-5408(89)90129-3
solid,Li0.7Al0.3Ti1.7(PO4)3,25,5.88E-04,-3.230622674,NASICON,Oxides,10.1149/1.2086597
solid,Li0.98Zr1.98Nb0.02(PO4)3,25,2.50E-07,-6.602059991,NASICON,Oxides,10.1016/j.ssi.2003.12.037
solid,Li0.9Zr1.9Nb0.1(PO4)3,25,1.35E-06,-5.869666232,NASICON,Oxides,10.1016/j.ssi.2003.12.037
solid,Li1.02Zr1.98Y0.02(PO4)3,25,1.15E-07,-6.93930216,NASICON,Oxides,10.1016/j.ssi.2003.12.037
solid,Li1.05Al0.05Ti1.95(PO4),25,1.40E-06,-5.853871964,NASICON,Oxides,10.1021/cm010528i
solid,Li1.15Fe0.15Ti1.85(PO4)3,25,5.22E-04,-3.282329497,NASICON,Oxides,10.1007/s11164-013-1348-0
solid,Li1.15Y0.15Zr1.85(PO4)3,25,7.10E-05,-4.148741651,NASICON,Oxides,10.1016/j.jpowsour.2013.03.175
solid,Li1.1Al0.1Ge1.9(PO4)3,25,2.90E-06,-5.537602002,NASICON,Oxides,10.1016/S0955-2219(99)00055-2
solid,Li1.1Al0.1Ti1.9(PO4)3,25,3.00E-05,-4.522878745,NASICON,Oxides,10.1016/S0955-2219(99)00055-2
solid,Li1.1Cr0.1Hf1.9(PO4)3,25,9.35E-08,-7.029188389,NASICON,Oxides,10.1016/0167-2738(93)90387-I
solid,Li1.1Fe0.1Hf1.9(PO4)3,25,1.07E-04,-3.970616222,NASICON,Oxides,10.1016/0167-2738(93)90387-I
solid,Li1.1In0.1Hf1.9(PO4)3,25,1.00E-06,-6,NASICON,Oxides,10.1016/0167-2738(93)90387-I
solid,Li1.1Lu0.1Hf1.9(PO4)3,25,5.88E-05,-4.230622674,NASICON,Oxides,10.1016/0167-2738(93)90387-I
solid,Li1.1Sc0.1Hf1.9(PO4)3,25,2.45E-05,-4.610833916,NASICON,Oxides,10.1016/0167-2738(93)90387-I
solid,Li1.1Sc0.1Ti1.9(PO4)3,25,1.58E-04,-3.801342913,NASICON,Oxides,10.1016/0167-2738(86)90179-7
solid,Li1.1Y0.1Hf1.9(PO4)3,25,9.18E-05,-4.037157319,NASICON,Oxides,10.1016/0167-2738(93)90387-I
solid,Li1.2Al0.2Ge0.8Ti(PO4)3,25,3.00E-05,-4.522878745,NASICON,Oxides,10.1021/cm021717j
solid,Li1.2Al0.2Ge1.0Ti0.8(PO4)3,25,3.00E-05,-4.522878745,NASICON,Oxides,10.1021/cm021717j
solid,Li1.2Al1.1Ta0.9(PO4)3,30,6.50E-07,-6.187086643,NASICON,Oxides,10.1039/A807007E
solid,Li1.2Cr0.2Hf1.8(PO4)3,25,2.54E-07,-6.595166283,NASICON,Oxides,10.1016/0167-2738(93)90387-I
solid,Li1.2Cr0.2Ti1.8(PO4)3,25,1.83E-05,-4.73754891,NASICON,Oxides,10.1149/1.2086597
solid,Li1.2Fe0.2Hf1.8(PO4)3,25,1.70E-04,-3.769551079,NASICON,Oxides,10.1016/0167-2738(93)90387-I
solid,Li1.2Fe0.2Ti1.8(PO4)3,25,3.51E-04,-3.454692884,NASICON,Oxides,10.1149/1.2086597
solid,Li1.2In0.2Hf1.8(PO4)3,25,1.32E-04,-3.879426069,NASICON,Oxides,10.1016/0167-2738(93)90387-I
solid,Li1.2In0.2Ti1.8(PO4)3,25,4.01E-04,-3.396855627,NASICON,Oxides,10.1149/1.2086597
solid,Li1.2La0.2Ti1.8(PO4)3,25,5.28E-04,-3.277366077,NASICON,Oxides,10.1149/1.2096693
solid,Li1.2Lu0.2Hf1.8(PO4)3,25,9.79E-05,-4.009217308,NASICON,Oxides,10.1016/0167-2738(93)90387-I
